Client,Recency,Frequency,Revenue,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
Paul Baker DDS,669,4,81,0,0,0,0,Low-Value
Meghan Patterson,671,2,112,0,0,0,0,Low-Value
Maria Armstrong,633,3,926,0,0,0,0,Low-Value
Michael Hernandez,574,4,1339,0,0,0,0,Low-Value
Drew Allen,671,1,45,0,0,0,0,Low-Value
Krystal Manning,671,3,84,0,0,0,0,Low-Value
Randy Kelly,501,5,625,0,0,0,0,Low-Value
Valerie Duran,671,2,458,0,0,0,0,Low-Value
Madeline Anderson,671,1,813,0,0,0,0,Low-Value
Nancy Ward,543,7,154,0,0,0,0,Low-Value
Amber Ward,671,12,2164,0,0,0,0,Low-Value
Tricia Clayton,671,4,399,0,0,0,0,Low-Value
Donna Young,671,1,717,0,0,0,0,Low-Value
Bianca Collins,671,13,197,0,0,0,0,Low-Value
Stephanie Scott,632,7,92,0,0,0,0,Low-Value
Veronica King,669,2,830,0,0,0,0,Low-Value
Melissa Fernandez,498,6,242,0,0,0,0,Low-Value
Andre Hubbard,669,1,538,0,0,0,0,Low-Value
Drew Jones,669,4,34,0,0,0,0,Low-Value
Ann Johnson,669,1,153,0,0,0,0,Low-Value
Daniel Boyd,669,1,962,0,0,0,0,Low-Value
Darren Leach,669,2,252,0,0,0,0,Low-Value
Noah Sloan,669,5,1429,0,0,0,0,Low-Value
Debra Huber,669,4,124,0,0,0,0,Low-Value
Joseph King,669,1,42,0,0,0,0,Low-Value
Jacqueline Martinez,669,2,99,0,0,0,0,Low-Value
Ralph James DVM,669,2,39,0,0,0,0,Low-Value
Justin Ford,669,3,400,0,0,0,0,Low-Value
Amanda Garza,669,2,99,0,0,0,0,Low-Value
Jeffrey Wells,669,8,4681,0,0,0,0,Low-Value
Justin Hill,669,1,22,0,0,0,0,Low-Value
Joshua Campbell,669,2,24,0,0,0,0,Low-Value
Fernando Harris,669,1,72,0,0,0,0,Low-Value
Christopher Wilson,669,2,543,0,0,0,0,Low-Value
Maria Madden,540,4,133,0,0,0,0,Low-Value
Thomas Morris,669,1,1434,0,0,0,0,Low-Value
Jonathan Wheeler,669,2,83,0,0,0,0,Low-Value
Ryan Wells,666,3,171,0,0,0,0,Low-Value
Janice Preston,669,6,37,0,0,0,0,Low-Value
Kimberly Elliott,669,2,626,0,0,0,0,Low-Value
Ernest Jackson,646,18,5240,0,0,0,0,Low-Value
Karen Taylor,577,11,518,0,0,0,0,Low-Value
Alison Page,531,21,154.8,0,0,0,0,Low-Value
Christina Manning,668,2,821,0,0,0,0,Low-Value
Beth Cole,668,1,394,0,0,0,0,Low-Value
John Bell,668,1,14,0,0,0,0,Low-Value
Christina Diaz,665,5,292,0,0,0,0,Low-Value
Bryan Perkins,668,1,583,0,0,0,0,Low-Value
Chelsea Garcia,631,3,50,0,0,0,0,Low-Value
Michael Cain,512,21,1092,0,0,0,0,Low-Value
Sarah Hurley,668,1,867,0,0,0,0,Low-Value
Stephanie Turner,636,6,527,0,0,0,0,Low-Value
Elizabeth Cortez,626,2,61,0,0,0,0,Low-Value
James Velazquez,668,1,48,0,0,0,0,Low-Value
Gregory Everett,668,1,54,0,0,0,0,Low-Value
Stephen Mitchell DDS,652,6,211,0,0,0,0,Low-Value
Robert Thompson,668,1,27,0,0,0,0,Low-Value
Vickie Douglas,543,36,2790,0,0,0,0,Low-Value
Phillip Hernandez,527,4,25,0,0,0,0,Low-Value
هشام زين الدين,667,3,18,0,0,0,0,Low-Value
Andre Reynolds,661,4,95,0,0,0,0,Low-Value
Leah Henderson,667,3,164,0,0,0,0,Low-Value
Amy Holmes,569,10,221,0,0,0,0,Low-Value
Steven Wolfe,667,1,12,0,0,0,0,Low-Value
Kristen Gonzales,667,3,107,0,0,0,0,Low-Value
Brittney Jenkins,667,51,1257,0,0,0,0,Low-Value
Nathaniel Clark,666,9,974,0,0,0,0,Low-Value
Travis Cabrera,667,1,96,0,0,0,0,Low-Value
Kimberly Fernandez,634,5,192,0,0,0,0,Low-Value
Matthew Higgins,667,2,502,0,0,0,0,Low-Value
Michael Glenn,667,1,27,0,0,0,0,Low-Value
Stacie Chavez,666,1,66,0,0,0,0,Low-Value
Donna Griffith,665,3,109,0,0,0,0,Low-Value
Brittney Walton,666,5,199,0,0,0,0,Low-Value
Jennifer Berger,666,3,1721,0,0,0,0,Low-Value
Eileen Duncan,666,12,182,0,0,0,0,Low-Value
Karen Swanson,666,2,131,0,0,0,0,Low-Value
Caitlin Walker,659,5,351,0,0,0,0,Low-Value
Scott Dixon,666,2,27,0,0,0,0,Low-Value
Michael Alvarez,645,14,258,0,0,0,0,Low-Value
William Whitehead,666,2,478,0,0,0,0,Low-Value
Jeffrey Pineda,666,1,144,0,0,0,0,Low-Value
Jon Price,666,1,4,0,0,0,0,Low-Value
Maria Ferguson,666,1,28,0,0,0,0,Low-Value
Christine Wu,666,2,101,0,0,0,0,Low-Value
Sandra Huber,665,1,33,0,0,0,0,Low-Value
Emily Terry,665,1,60,0,0,0,0,Low-Value
Kara Banks,659,2,172,0,0,0,0,Low-Value
Brad Hamilton,652,3,355,0,0,0,0,Low-Value
Thomas Berry,665,5,279,0,0,0,0,Low-Value
Erin Gilbert,661,3,457,0,0,0,0,Low-Value
Brandi Gilmore,665,2,96,0,0,0,0,Low-Value
Melinda Alvarez,665,1,137,0,0,0,0,Low-Value
Jennifer Walker,665,1,22,0,0,0,0,Low-Value
Evelyn Rhodes,665,1,87,0,0,0,0,Low-Value
Sabrina Haas,665,4,977,0,0,0,0,Low-Value
Bobby Howell,665,1,66,0,0,0,0,Low-Value
Robert Velazquez,664,1,748,0,0,0,0,Low-Value
جورج المر,664,1,186,0,0,0,0,Low-Value
Gregory Garcia,664,4,74,0,0,0,0,Low-Value
Michelle Ford,664,10,734,0,0,0,0,Low-Value
Marc Juarez,664,1,99,0,0,0,0,Low-Value
Kayla Daugherty,661,2,866,0,0,0,0,Low-Value
Anthony Henry,664,1,18,0,0,0,0,Low-Value
Donna Hunt,664,15,127,0,0,0,0,Low-Value
Gary Fernandez,664,4,46,0,0,0,0,Low-Value
Michael Henderson,625,27,483,0,0,0,0,Low-Value
Larry Peterson,664,1,204,0,0,0,0,Low-Value
Joshua Barnes,662,1,78,0,0,0,0,Low-Value
Helen Peters,662,2,36,0,0,0,0,Low-Value
Gregory Owen,662,1,114,0,0,0,0,Low-Value
Candace Ramos,662,1,131,0,0,0,0,Low-Value
David Chang,662,1,359,0,0,0,0,Low-Value
Adrian Long,662,1,448,0,0,0,0,Low-Value
Katrina Velasquez,609,3,188,0,0,0,0,Low-Value
Dean Kline,662,2,28,0,0,0,0,Low-Value
Andrew Olsen,661,4,285,0,0,0,0,Low-Value
Laura Jenkins,553,8,842,0,0,0,0,Low-Value
Stephen Mills,660,3,76,0,0,0,0,Low-Value
Michelle Sparks,662,1,94,0,0,0,0,Low-Value
Carrie Allen,662,1,59,0,0,0,0,Low-Value
Donald Allen,662,1,204,0,0,0,0,Low-Value
Donald Donovan,662,2,49,0,0,0,0,Low-Value
Alice Ward,643,2,69,0,0,0,0,Low-Value
Steven Marquez,662,3,68,0,0,0,0,Low-Value
Nathan Harris,662,2,26,0,0,0,0,Low-Value
Dale Clay,650,18,291,0,0,0,0,Low-Value
Carrie Rios,661,4,111,0,0,0,0,Low-Value
Nicholas Burke,640,6,308,0,0,0,0,Low-Value
William Wade,661,4,12,0,0,0,0,Low-Value
Margaret Rowe,661,1,60,0,0,0,0,Low-Value
Stephanie Molina,661,3,110,0,0,0,0,Low-Value
Frances Hernandez,661,1,263,0,0,0,0,Low-Value
Donna Carter,661,3,69,0,0,0,0,Low-Value
Kyle Lewis Jr.,661,1,52,0,0,0,0,Low-Value
احمد حلباوي                             ,661,2,360,0,0,0,0,Low-Value
Justin Erickson,661,1,27,0,0,0,0,Low-Value
Kathleen Jackson,661,1,29,0,0,0,0,Low-Value
Julia Sparks,661,1,111,0,0,0,0,Low-Value
Garrett Anderson,661,27,674,0,0,0,0,Low-Value
Sarah Adams,661,4,697,0,0,0,0,Low-Value
Elizabeth Sampson,507,42,642,0,0,0,0,Low-Value
Miss Valerie Martinez MD,661,2,498,0,0,0,0,Low-Value
Allison Richardson DVM,661,1,72,0,0,0,0,Low-Value
Brett Garner IV,504,6,1960,0,0,0,0,Low-Value
Kaylee Gonzalez,634,7,158,0,0,0,0,Low-Value
Laura Robertson,661,1,94,0,0,0,0,Low-Value
Kimberly Arellano,661,3,214,0,0,0,0,Low-Value
Shaun Hayes,661,1,45,0,0,0,0,Low-Value
Jake Thompson,661,1,466,0,0,0,0,Low-Value
Michael Parsons,661,2,359,0,0,0,0,Low-Value
Angela Garcia,554,38,920,0,0,0,0,Low-Value
نسيم شعيتو,661,3,358,0,0,0,0,Low-Value
Kevin Scott,552,34,3449,0,0,0,0,Low-Value
Tracy Johnson,660,1,22,0,0,0,0,Low-Value
Jamie Rivera,660,1,42,0,0,0,0,Low-Value
Kelly Hall,637,3,88,0,0,0,0,Low-Value
Kristin Sanders,660,2,158,0,0,0,0,Low-Value
David Allen,660,3,65,0,0,0,0,Low-Value
Karen Simpson,645,4,198,0,0,0,0,Low-Value
Beth Kaiser,660,2,162,0,0,0,0,Low-Value
Timothy Gray,541,16,422,0,0,0,0,Low-Value
Deborah Powers,660,1,94,0,0,0,0,Low-Value
Donald Morris,653,7,1077,0,0,0,0,Low-Value
Corey Garcia,660,2,49,0,0,0,0,Low-Value
Amy Davis,660,1,14,0,0,0,0,Low-Value
Donald Jones,660,1,252,0,0,0,0,Low-Value
Dean Medina DDS,660,1,84,0,0,0,0,Low-Value
Sarah Zimmerman,633,2,606,0,0,0,0,Low-Value
Oscar Kramer,660,1,72,0,0,0,0,Low-Value
Alexis Diaz,659,3,496,0,0,0,0,Low-Value
Frank Green,659,1,72,0,0,0,0,Low-Value
Jill Davis,659,7,273,0,0,0,0,Low-Value
Chelsea Morales,659,16,228.6,0,0,0,0,Low-Value
Melinda Wilson,659,1,24,0,0,0,0,Low-Value
Lisa Jones,613,6,156,0,0,0,0,Low-Value
Jane Wilkinson,659,1,149,0,0,0,0,Low-Value
Russell Guerrero,658,9,438,0,0,0,0,Low-Value
Donald Sherman,659,1,65,0,0,0,0,Low-Value
Jeffrey Dougherty,659,8,108,0,0,0,0,Low-Value
Nathan Henry,659,1,90,0,0,0,0,Low-Value
Lisa Watts,659,1,454,0,0,0,0,Low-Value
Jason Sweeney,659,1,143,0,0,0,0,Low-Value
Paul Pearson,659,1,5,0,0,0,0,Low-Value
Shari Turner,512,62,4374,0,0,0,0,Low-Value
Matthew Bradshaw,659,1,54,0,0,0,0,Low-Value
Julia Orr,659,5,187,0,0,0,0,Low-Value
Sarah Ramos,659,2,49,0,0,0,0,Low-Value
Nathan Farmer,659,2,51,0,0,0,0,Low-Value
Robert Kennedy,659,1,27,0,0,0,0,Low-Value
Bethany Flores,658,3,123,0,0,0,0,Low-Value
Susan Kennedy,658,2,789,0,0,0,0,Low-Value
Sara Washington,658,2,360,0,0,0,0,Low-Value
Anthony Frost,658,1,5,0,0,0,0,Low-Value
Timothy Campbell,636,4,136,0,0,0,0,Low-Value
Elizabeth Perez,532,19,628,0,0,0,0,Low-Value
Randy Ramos,658,3,221,0,0,0,0,Low-Value
Paul White,658,3,42,0,0,0,0,Low-Value
John Bennett,533,16,436,0,0,0,0,Low-Value
Reginald Clements,522,14,836,0,0,0,0,Low-Value
Michael Mason,658,1,54,0,0,0,0,Low-Value
Michael Mejia,658,2,466,0,0,0,0,Low-Value
Mr. Alexander Simmons,644,41,3418,0,0,0,0,Low-Value
Nathan Casey,658,2,167,0,0,0,0,Low-Value
Theresa Long,654,2,1698,0,0,0,0,Low-Value
Robert Porter,653,4,201,0,0,0,0,Low-Value
Tara Bailey,658,2,11,0,0,0,0,Low-Value
Nicole Alvarez,658,23,765,0,0,0,0,Low-Value
Trevor Alexander,658,2,131,0,0,0,0,Low-Value
Jose Brown,657,3,614,0,0,0,0,Low-Value
Victor Travis,610,4,307,0,0,0,0,Low-Value
Carlos Klein,645,11,225,0,0,0,0,Low-Value
Jacob Stewart,657,1,180,0,0,0,0,Low-Value
Christina Smith MD,618,3,858,0,0,0,0,Low-Value
David Le,657,1,152,0,0,0,0,Low-Value
Michele Weiss,657,2,43,0,0,0,0,Low-Value
Michael Lee,657,1,29,0,0,0,0,Low-Value
Christian Howell,657,1,18,0,0,0,0,Low-Value
Anthony Villarreal,657,2,65,0,0,0,0,Low-Value
Joseph Howard,657,3,220,0,0,0,0,Low-Value
Julian Bryant,657,2,116,0,0,0,0,Low-Value
Ryan Russell,657,2,47,0,0,0,0,Low-Value
Patrick Howard,657,8,196,0,0,0,0,Low-Value
Anthony Murphy,657,1,12,0,0,0,0,Low-Value
Jeremy Taylor Jr.,507,28,929,0,0,0,0,Low-Value
Leonard Joseph,629,7,188,0,0,0,0,Low-Value
Rebecca Williams,655,1,914,0,0,0,0,Low-Value
Aaron Bishop,655,9,697,0,0,0,0,Low-Value
Ian Winters,655,8,384,0,0,0,0,Low-Value
Vanessa Miller,655,1,100,0,0,0,0,Low-Value
Brenda Swanson,655,4,161,0,0,0,0,Low-Value
James Pierce,655,5,41,0,0,0,0,Low-Value
Hannah Marks,655,1,63,0,0,0,0,Low-Value
Jeremy Hill MD,528,17,3416,0,0,0,0,Low-Value
Joseph Mcpherson,655,1,72,0,0,0,0,Low-Value
Terry Shepherd,655,2,167,0,0,0,0,Low-Value
Eddie Bryant,655,1,12,0,0,0,0,Low-Value
Tracy Smith,655,5,1941,0,0,0,0,Low-Value
Jacob White,655,1,72,0,0,0,0,Low-Value
Mark Romero,648,25,617,0,0,0,0,Low-Value
Johnny Barnett,655,6,110,0,0,0,0,Low-Value
Heather Jones,612,9,199,0,0,0,0,Low-Value
Kayla Carr,655,1,1034,0,0,0,0,Low-Value
Ronald Knight,655,3,3843,0,0,0,0,Low-Value
Kelly Carlson,541,19,2763,0,0,0,0,Low-Value
Tammy Taylor,640,3,1824,0,0,0,0,Low-Value
Dustin Scott,655,1,28,0,0,0,0,Low-Value
Sara Jones,646,10,1172,0,0,0,0,Low-Value
Brittney Cunningham,655,1,1016,0,0,0,0,Low-Value
Carla Brown,655,2,33,0,0,0,0,Low-Value
Andrea Rangel,654,2,6,0,0,0,0,Low-Value
Philip Dominguez,654,1,777,0,0,0,0,Low-Value
Nicholas Castillo,654,2,488,0,0,0,0,Low-Value
Mr. Marc Campbell PhD,654,2,744,0,0,0,0,Low-Value
Brian Kent,654,3,41,0,0,0,0,Low-Value
Justin Morris,654,1,681,0,0,0,0,Low-Value
Denise Hansen,654,17,818,0,0,0,0,Low-Value
David Conner,654,7,258,0,0,0,0,Low-Value
Lindsey Shaffer,654,1,12,0,0,0,0,Low-Value
Andrea Byrd,654,3,41,0,0,0,0,Low-Value
Bob Ayala,654,2,1420,0,0,0,0,Low-Value
Christopher Byrd,654,1,14,0,0,0,0,Low-Value
David Black,654,2,33,0,0,0,0,Low-Value
Shawn Moody,654,1,84,0,0,0,0,Low-Value
Renee Jackson,654,5,288,0,0,0,0,Low-Value
Todd Murphy,654,13,786,0,0,0,0,Low-Value
Sara Fitzgerald,654,1,956,0,0,0,0,Low-Value
Jeffrey Hicks,654,1,676,0,0,0,0,Low-Value
Lucas Gentry,654,1,18,0,0,0,0,Low-Value
Susan Reyes,515,16,5198,0,0,0,0,Low-Value
Ashley Collins,654,26,1209,0,0,0,0,Low-Value
Amber Schwartz,507,3,281,0,0,0,0,Low-Value
Melissa Kennedy,653,4,652,0,0,0,0,Low-Value
Connor Parker,653,1,508,0,0,0,0,Low-Value
Michael Wong,653,1,27,0,0,0,0,Low-Value
Candice Harvey,653,1,30,0,0,0,0,Low-Value
Kevin Cooper,637,2,1064,0,0,0,0,Low-Value
Melissa Thornton,653,1,53,0,0,0,0,Low-Value
George Thompson,653,4,1555,0,0,0,0,Low-Value
Nathan Decker,653,1,36,0,0,0,0,Low-Value
Angela Ibarra,653,1,255,0,0,0,0,Low-Value
Nichole Wheeler,653,1,46,0,0,0,0,Low-Value
Dana Johnson,653,2,83,0,0,0,0,Low-Value
Mr. Preston Garrison,653,3,63,0,0,0,0,Low-Value
Bryan Jackson,653,3,2600,0,0,0,0,Low-Value
Marco Stevens,653,4,1676,0,0,0,0,Low-Value
Caleb Erickson,653,1,24,0,0,0,0,Low-Value
Scott Carson,653,1,1255,0,0,0,0,Low-Value
Cynthia Knox,652,2,580,0,0,0,0,Low-Value
Carrie King,652,1,94,0,0,0,0,Low-Value
Edward Solis,652,3,1494,0,0,0,0,Low-Value
Taylor Simpson,652,2,90,0,0,0,0,Low-Value
Donald Camacho,652,1,90,0,0,0,0,Low-Value
Richard Glass,652,3,74,0,0,0,0,Low-Value
Kathryn Mayer,652,2,329,0,0,0,0,Low-Value
Michelle Christensen,619,10,10,0,0,0,0,Low-Value
Derrick Stephens,652,2,21,0,0,0,0,Low-Value
Timothy Hubbard,652,2,68,0,0,0,0,Low-Value
Stephen Henderson,652,2,17,0,0,0,0,Low-Value
Ashley Herring,652,2,38,0,0,0,0,Low-Value
Christine Harrison,645,8,303,0,0,0,0,Low-Value
Samantha Webb,652,1,4,0,0,0,0,Low-Value
Fred Scott,652,1,405,0,0,0,0,Low-Value
Timothy Wolf,652,2,47,0,0,0,0,Low-Value
Julie Larsen,652,1,35,0,0,0,0,Low-Value
John Mercado,652,2,505,0,0,0,0,Low-Value
Russell Johnson,616,4,295,0,0,0,0,Low-Value
Christopher Matthews,652,1,598,0,0,0,0,Low-Value
Malik Cohen,652,1,72,0,0,0,0,Low-Value
Tiffany Weeks,652,2,411,0,0,0,0,Low-Value
Victoria Salas,651,7,521,0,0,0,0,Low-Value
Darren Gordon,651,1,94,0,0,0,0,Low-Value
Gloria Sanchez,651,1,44,0,0,0,0,Low-Value
Preston Cole,651,6,188,0,0,0,0,Low-Value
Kathryn Knapp,651,1,60,0,0,0,0,Low-Value
Crystal Barnes,651,1,94,0,0,0,0,Low-Value
Amber Brown DVM,651,2,772,0,0,0,0,Low-Value
April Murphy,651,5,119,0,0,0,0,Low-Value
Christopher Anderson,616,31,956,0,0,0,0,Low-Value
Gloria Russell,651,7,944,0,0,0,0,Low-Value
Chase Roberts,651,1,23,0,0,0,0,Low-Value
Michelle Martin,524,14,807,0,0,0,0,Low-Value
Vincent Roberson,651,1,239,0,0,0,0,Low-Value
Jamie Thompson,651,1,18,0,0,0,0,Low-Value
Mike Kirk,651,4,134,0,0,0,0,Low-Value
Jerry Mendez,650,4,101,0,0,0,0,Low-Value
Alicia Murillo,651,1,11,0,0,0,0,Low-Value
Gabriel Lewis,634,2,1265,0,0,0,0,Low-Value
Steven Cook,651,3,25,0,0,0,0,Low-Value
Linda Martin,651,1,18,0,0,0,0,Low-Value
Debbie Day,651,5,202,0,0,0,0,Low-Value
Jennifer Brown,651,1,38,0,0,0,0,Low-Value
Michelle Fernandez,651,1,689,0,0,0,0,Low-Value
Richard Harris,650,1,299,0,0,0,0,Low-Value
Lisa Mooney,650,4,80,0,0,0,0,Low-Value
April Thomas MD,650,3,170,0,0,0,0,Low-Value
Larry Brown,646,2,149,0,0,0,0,Low-Value
Sabrina Scott,650,2,838,0,0,0,0,Low-Value
Heather Wright,650,1,45,0,0,0,0,Low-Value
Richard Reyes,648,16,2737,0,0,0,0,Low-Value
Colleen Lara,650,2,988,0,0,0,0,Low-Value
سلفة ابو حمزة قبلان المحترم,650,1,275,0,0,0,0,Low-Value
David Morgan,650,1,39,0,0,0,0,Low-Value
Michelle Esparza,648,2,20,0,0,0,0,Low-Value
Sharon Murray,648,3,2174,0,0,0,0,Low-Value
Jessica Gallagher,650,3,71,0,0,0,0,Low-Value
Kimberly Norman,650,4,152,0,0,0,0,Low-Value
Lisa Harrell,533,4,161,0,0,0,0,Low-Value
Ashley Hernandez,650,5,88,0,0,0,0,Low-Value
Jennifer Collins,650,3,23,0,0,0,0,Low-Value
Rebecca Bryant,650,1,12,0,0,0,0,Low-Value
Michelle Mcintyre,650,1,21,0,0,0,0,Low-Value
Mary Gill,650,3,214,0,0,0,0,Low-Value
David Ramirez,650,14,666,0,0,0,0,Low-Value
Martin Vega,648,3,60,0,0,0,0,Low-Value
Eric Holloway,648,17,251,0,0,0,0,Low-Value
Brittany Smith,648,1,341,0,0,0,0,Low-Value
Yvonne Potter DDS,505,2,54,0,0,0,0,Low-Value
Andrew English,648,1,9,0,0,0,0,Low-Value
Leslie Evans,648,1,210,0,0,0,0,Low-Value
Helen Nichols,648,1,68,0,0,0,0,Low-Value
Casey Brown,648,2,60,0,0,0,0,Low-Value
Sheila Farmer,648,3,105,0,0,0,0,Low-Value
Thomas Washington,506,3,56,0,0,0,0,Low-Value
Kimberly Byrd,648,2,81,0,0,0,0,Low-Value
Ethan Savage,578,10,3522,0,0,0,0,Low-Value
Mario Williams,648,1,108,0,0,0,0,Low-Value
Lisa Wu,648,4,1179,0,0,0,0,Low-Value
Carolyn Rios,648,7,127,0,0,0,0,Low-Value
Trevor Ibarra,541,8,870,0,0,0,0,Low-Value
Andrew Vaughn,648,1,64,0,0,0,0,Low-Value
Karen Tran,644,2,108,0,0,0,0,Low-Value
Zachary Kennedy,648,1,2,0,0,0,0,Low-Value
Debra Marshall,647,2,430,0,0,0,0,Low-Value
Richard Bailey,647,10,258,0,0,0,0,Low-Value
Erica Porter,647,2,565,0,0,0,0,Low-Value
Lori Stewart,647,1,27,0,0,0,0,Low-Value
Maria Austin,647,3,64,0,0,0,0,Low-Value
Valerie Carter,647,2,598,0,0,0,0,Low-Value
Lisa Hoover,644,7,193,0,0,0,0,Low-Value
Felicia Buchanan,526,70,3340,0,0,0,0,Low-Value
Christopher Barron,647,4,74,0,0,0,0,Low-Value
Robert Lewis,647,1,155,0,0,0,0,Low-Value
Jeffrey Cooper,645,3,62,0,0,0,0,Low-Value
Brett Steele,647,1,27,0,0,0,0,Low-Value
Adrian Bowman,647,2,90,0,0,0,0,Low-Value
Joseph Cook,647,1,12,0,0,0,0,Low-Value
Steven Spencer,647,1,203,0,0,0,0,Low-Value
Connie Johnson,647,3,232,0,0,0,0,Low-Value
Frances Ball,647,6,1314,0,0,0,0,Low-Value
Elizabeth Poole,647,2,26,0,0,0,0,Low-Value
Denise Carney,646,3,37,0,0,0,0,Low-Value
Joshua Salinas,647,1,72,0,0,0,0,Low-Value
Russell Allen,647,1,72,0,0,0,0,Low-Value
Taylor Strickland,647,1,35,0,0,0,0,Low-Value
Tonya Cole,618,2,117,0,0,0,0,Low-Value
Mackenzie Mitchell,646,2,4,0,0,0,0,Low-Value
Leslie Taylor,645,7,115,0,0,0,0,Low-Value
Kevin Garcia,608,18,832,0,0,0,0,Low-Value
Donna Haynes,610,7,2393,0,0,0,0,Low-Value
Calvin Cowan,646,5,53,0,0,0,0,Low-Value
Travis Chandler,646,3,0,0,0,0,0,Low-Value
William Hall,645,13,785,0,0,0,0,Low-Value
Mary Salas,646,1,23,0,0,0,0,Low-Value
William Porter,646,1,90,0,0,0,0,Low-Value
Jonathan Barron,646,3,34,0,0,0,0,Low-Value
Kyle Potter,646,4,376,0,0,0,0,Low-Value
Sydney Ferguson,646,32,1211,0,0,0,0,Low-Value
Kristy Hampton,646,1,378,0,0,0,0,Low-Value
Kristin Butler,646,1,705,0,0,0,0,Low-Value
Michael Carrillo,646,2,360,0,0,0,0,Low-Value
Kimberly Price,646,2,104,0,0,0,0,Low-Value
Charles Wright PhD,646,1,27,0,0,0,0,Low-Value
Mitchell Hendrix,646,22,3184,0,0,0,0,Low-Value
Tonya House,646,2,58,0,0,0,0,Low-Value
Tracy Baker,646,6,41,0,0,0,0,Low-Value
Jerry Weber,646,10,601,0,0,0,0,Low-Value
David Cooley Jr.,646,5,134,0,0,0,0,Low-Value
Sonya Bishop,645,2,284,0,0,0,0,Low-Value
Rachel Moran,645,1,14,0,0,0,0,Low-Value
Joseph Wheeler,645,3,284,0,0,0,0,Low-Value
Joan Stevens,645,2,33,0,0,0,0,Low-Value
Eric Lozano,645,3,330,0,0,0,0,Low-Value
Jeffrey Reed,644,10,84,0,0,0,0,Low-Value
Patricia Cooper,645,1,51,0,0,0,0,Low-Value
Donald Hebert,643,9,2387,0,0,0,0,Low-Value
Alexandra Bryant,645,8,102,0,0,0,0,Low-Value
John Solomon,645,7,191,0,0,0,0,Low-Value
Ashley Hensley,645,2,204,0,0,0,0,Low-Value
Debra Thomas,645,1,33,0,0,0,0,Low-Value
Jamie Odonnell,645,1,78,0,0,0,0,Low-Value
Olivia Dominguez,645,3,466,0,0,0,0,Low-Value
Melissa Montgomery,645,21,1810,0,0,0,0,Low-Value
Isaac Watson,645,1,23,0,0,0,0,Low-Value
Scott Harris,645,5,128,0,0,0,0,Low-Value
Christina Contreras,645,1,51,0,0,0,0,Low-Value
Amanda Johnson,497,78,4579,0,0,0,0,Low-Value
Sonya Miller,569,29,308,0,0,0,0,Low-Value
Daniel Weeks,645,1,227,0,0,0,0,Low-Value
Brenda George,645,3,347,0,0,0,0,Low-Value
Thomas Francis,645,1,689,0,0,0,0,Low-Value
Kimberly Wang,534,26,1226,0,0,0,0,Low-Value
Chelsea Freeman,645,11,76,0,0,0,0,Low-Value
Rodney Tucker,645,118,4408,0,0,0,0,Low-Value
Katherine Smith,645,3,742,0,0,0,0,Low-Value
Erin Christensen,644,4,147,0,0,0,0,Low-Value
Cesar Richardson Jr.,644,1,825,0,0,0,0,Low-Value
Mr. Richard Sandoval MD,503,2,590,0,0,0,0,Low-Value
Andre Ramos,644,2,1022,0,0,0,0,Low-Value
Sharon Bryant,644,2,80,0,0,0,0,Low-Value
James Atkins,644,1,134,0,0,0,0,Low-Value
April Brown,644,2,85,0,0,0,0,Low-Value
Scott Chen,644,2,56,0,0,0,0,Low-Value
Timothy Martin,644,3,32,0,0,0,0,Low-Value
Helen Hernandez,644,4,299,0,0,0,0,Low-Value
Richard Sutton,644,5,192,0,0,0,0,Low-Value
Tabitha Smith,644,4,47,0,0,0,0,Low-Value
Danielle Taylor,644,1,18,0,0,0,0,Low-Value
Timothy Smith,615,5,386,0,0,0,0,Low-Value
James Hart,644,1,526,0,0,0,0,Low-Value
Jennifer Butler,644,1,1614,0,0,0,0,Low-Value
Marilyn Miller,644,2,66,0,0,0,0,Low-Value
Rodney Hooper,644,2,393,0,0,0,0,Low-Value
Linda Chan,644,1,72,0,0,0,0,Low-Value
Nicholas Huffman,644,1,51,0,0,0,0,Low-Value
Thomas Crawford,644,6,767,0,0,0,0,Low-Value
Andre Garrett,644,3,179,0,0,0,0,Low-Value
Angela Rice,644,19,485,0,0,0,0,Low-Value
Eddie White,643,6,264,0,0,0,0,Low-Value
Allen Smith,644,8,431,0,0,0,0,Low-Value
Dawn Nguyen,613,29,549,0,0,0,0,Low-Value
Daniel Thomas,644,3,120,0,0,0,0,Low-Value
David Mathis,644,1,72,0,0,0,0,Low-Value
Richard Wilson,643,9,666,0,0,0,0,Low-Value
Andrea Taylor,643,1,478,0,0,0,0,Low-Value
Claudia Watts,643,1,221,0,0,0,0,Low-Value
Maria Anderson,643,2,1913,0,0,0,0,Low-Value
Carrie Simmons,643,1,42,0,0,0,0,Low-Value
Philip Lee,643,3,89,0,0,0,0,Low-Value
Sandra Hebert,643,10,2129,0,0,0,0,Low-Value
Miguel Guerrero,643,1,992,0,0,0,0,Low-Value
Darrell Hull,643,3,53,0,0,0,0,Low-Value
Lee Reid,643,8,508,0,0,0,0,Low-Value
Justin Obrien,643,2,777,0,0,0,0,Low-Value
James Romero,643,1,0,0,0,0,0,Low-Value
Thomas White,643,1,17,0,0,0,0,Low-Value
Valerie Norton,643,14,271,0,0,0,0,Low-Value
Ian Barnes,643,7,438,0,0,0,0,Low-Value
